s,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,12656,167739,3080000,9
v,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,12367,221709,3305000,10
w,0.0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,13897,229657,3370000,11
w,0.1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,13897,229657,3370000,11
w,0.2,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,13897,229657,3370000,11
w,0.3,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,13897,229657,3370000,11
w,0.4,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,13897,229657,3370000,11
w,0.5,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,13897,229657,3370000,11
w,0.6,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,14254,222080,3380000,11
w,0.7,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,14254,222080,3380000,11
w,0.8,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,14254,222080,3380000,11
w,0.9,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,14254,222080,3380000,11
w,1.0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,14254,222080,3380000,11
