s,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11137,44761,3500000,4
v,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,12080,148060,2445000,7
w,0.0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,18412,191838,3581500,11
w,0.1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,18412,191838,3581500,11
w,0.2,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,18412,191838,3581500,11
w,0.3,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,18412,191838,3581500,11
w,0.4,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,18412,191838,3581500,11
w,0.5,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,21065,173674,3363500,11
w,0.6,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,21065,173674,3363500,11
w,0.7,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,21443,166097,3513500,11
w,0.8,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,21443,166097,3513500,11
w,0.9,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,21443,166097,3513500,11
w,1.0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,21443,166097,3513500,11
