s,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14576,138440,2225000,8
v,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3037,93223,1650000,3
w,0.0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,12134,164181,2300000,8
w,0.1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,12564,164181,2350000,8
w,0.2,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,12564,164181,2350000,8
w,0.3,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,14222,156604,2400000,8
w,0.4,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,14222,156604,2400000,8
w,0.5,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,14222,156604,2400000,8
w,0.6,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,14222,156604,2400000,8
w,0.7,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,14222,156604,2400000,8
w,0.8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14576,138440,2225000,8
w,0.9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14576,138440,2225000,8
w,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14576,138440,2225000,8
