1,2,3,6,4,5,7,8,9,10,3,1,2,3,22250000,22250000,4750000,27000000
1,2,4,6,3,5,7,8,9,10,4,1,2,3,22750000,22750000,4750000,27500000
1,2,5,6,3,4,7,8,9,10,5,1,2,4,18750000,18750000,5000000,23750000
1,2,6,5,3,4,7,8,9,10,6,1,2,4,19000000,19000000,5000000,24000000
1,2,7,5,3,4,6,8,9,10,7,1,2,4,19000000,19000000,5250000,24250000
1,2,8,5,3,4,6,7,9,10,8,1,2,4,19000000,19000000,5250000,24250000
1,2,9,5,3,4,6,7,8,10,9,1,2,4,19000000,19000000,5250000,24250000
1,2,10,5,3,4,6,7,8,9,10,1,2,4,19000000,19000000,5250000,24250000
1,3,4,6,2,5,7,8,9,10,4,1,3,3,23000000,23000000,4750000,27750000
1,3,5,6,2,4,7,8,9,10,5,1,3,4,19000000,19000000,5000000,24000000
1,3,6,5,2,4,7,8,9,10,6,1,3,4,19250000,19250000,5000000,24250000
1,3,7,5,2,4,6,8,9,10,7,1,3,4,19250000,19250000,5250000,24500000
1,3,8,5,2,4,6,7,9,10,8,1,3,4,19250000,19250000,5250000,24500000
1,3,9,5,2,4,6,7,8,10,9,1,3,4,19250000,19250000,5250000,24500000
1,3,10,5,2,4,6,7,8,9,10,1,3,4,19250000,19250000,5250000,24500000
1,4,5,6,2,3,7,8,9,10,5,1,4,4,19500000,19500000,5000000,24500000
1,4,6,5,2,3,7,8,9,10,6,1,4,4,19750000,19750000,5000000,24750000
1,4,7,5,2,3,6,8,9,10,7,1,4,4,19750000,19750000,5250000,25000000
1,4,8,5,2,3,6,7,9,10,8,1,4,4,19750000,19750000,5250000,25000000
1,4,9,5,2,3,6,7,8,10,9,1,4,4,19750000,19750000,5250000,25000000
1,4,10,5,2,3,6,7,8,9,10,1,4,4,19750000,19750000,5250000,25000000
1,5,6,4,2,3,7,8,9,10,6,1,5,4,20750000,20750000,5000000,25750000
1,5,7,4,2,3,6,8,9,10,7,1,5,4,20750000,20750000,5250000,26000000
1,5,8,4,2,3,6,7,9,10,8,1,5,4,20750000,20750000,5250000,26000000
1,5,9,4,2,3,6,7,8,10,9,1,5,4,20750000,20750000,5250000,26000000
1,5,10,4,2,3,6,7,8,9,10,1,5,4,20750000,20750000,5250000,26000000
1,6,7,4,2,3,5,8,9,10,7,1,6,4,20750000,20750000,5500000,26250000
1,6,8,4,2,3,5,7,9,10,8,1,6,4,20750000,20750000,5500000,26250000
1,6,9,4,2,3,5,7,8,10,9,1,6,4,20750000,20750000,5500000,26250000
1,6,10,4,2,3,5,7,8,9,10,1,6,4,20750000,20750000,5500000,26250000
1,7,8,4,2,3,5,6,9,10,8,1,7,4,20750000,20750000,5500000,26250000
1,7,9,4,2,3,5,6,8,10,9,1,7,4,20750000,20750000,5500000,26250000
1,7,10,4,2,3,5,6,8,9,10,1,7,4,20750000,20750000,5500000,26250000
1,8,9,4,2,3,5,6,7,10,9,1,8,4,20750000,20750000,5500000,26250000
1,8,10,4,2,3,5,6,7,9,10,1,8,4,20750000,20750000,5500000,26250000
1,9,10,4,2,3,5,6,7,8,10,1,9,4,20750000,20750000,5500000,26250000
2,3,4,6,1,5,7,8,9,10,4,2,3,4,19250000,19250000,5000000,24250000
2,3,5,6,1,4,7,8,9,10,5,2,3,4,20250000,20250000,5000000,25250000
2,3,6,5,1,4,7,8,9,10,6,2,3,4,20500000,20500000,5000000,25500000
2,3,7,5,1,4,6,8,9,10,7,2,3,4,20500000,20500000,5250000,25750000
2,3,8,5,1,4,6,7,9,10,8,2,3,4,20500000,20500000,5250000,25750000
2,3,9,5,1,4,6,7,8,10,9,2,3,4,20500000,20500000,5250000,25750000
2,3,10,5,1,4,6,7,8,9,10,2,3,4,20500000,20500000,5250000,25750000
2,4,5,6,1,3,7,8,9,10,5,2,4,4,20750000,20750000,5000000,25750000
2,4,6,5,1,3,7,8,9,10,6,2,4,4,21000000,21000000,5000000,26000000
2,4,7,5,1,3,6,8,9,10,7,2,4,4,21000000,21000000,5250000,26250000
2,4,8,5,1,3,6,7,9,10,8,2,4,4,21000000,21000000,5250000,26250000
2,4,9,5,1,3,6,7,8,10,9,2,4,4,21000000,21000000,5250000,26250000
2,4,10,5,1,3,6,7,8,9,10,2,4,4,21000000,21000000,5250000,26250000
2,5,6,4,1,3,7,8,9,10,6,2,5,4,22000000,22000000,5000000,27000000
2,5,7,4,1,3,6,8,9,10,7,2,5,4,22000000,22000000,5250000,27250000
2,5,8,4,1,3,6,7,9,10,8,2,5,4,22000000,22000000,5250000,27250000
2,5,9,4,1,3,6,7,8,10,9,2,5,4,22000000,22000000,5250000,27250000
2,5,10,4,1,3,6,7,8,9,10,2,5,4,22000000,22000000,5250000,27250000
2,6,7,4,1,3,5,8,9,10,7,2,6,4,22000000,22000000,5500000,27500000
2,6,8,4,1,3,5,7,9,10,8,2,6,4,22000000,22000000,5500000,27500000
2,6,9,4,1,3,5,7,8,10,9,2,6,4,22000000,22000000,5500000,27500000
2,6,10,4,1,3,5,7,8,9,10,2,6,4,22000000,22000000,5500000,27500000
2,7,8,4,1,3,5,6,9,10,8,2,7,4,22000000,22000000,5500000,27500000
2,7,9,4,1,3,5,6,8,10,9,2,7,4,22000000,22000000,5500000,27500000
2,7,10,4,1,3,5,6,8,9,10,2,7,4,22000000,22000000,5500000,27500000
2,8,9,4,1,3,5,6,7,10,9,2,8,4,22000000,22000000,5500000,27500000
2,8,10,4,1,3,5,6,7,9,10,2,8,4,22000000,22000000,5500000,27500000
2,9,10,4,1,3,5,6,7,8,10,2,9,4,22000000,22000000,5500000,27500000
3,4,5,6,1,2,7,8,9,10,5,3,4,4,21000000,21000000,5000000,26000000
3,4,6,5,1,2,7,8,9,10,6,3,4,4,21250000,21250000,5000000,26250000
3,4,7,5,1,2,6,8,9,10,7,3,4,4,21250000,21250000,5250000,26500000
3,4,8,5,1,2,6,7,9,10,8,3,4,4,21250000,21250000,5250000,26500000
3,4,9,5,1,2,6,7,8,10,9,3,4,4,21250000,21250000,5250000,26500000
3,4,10,5,1,2,6,7,8,9,10,3,4,4,21250000,21250000,5250000,26500000
3,5,6,4,1,2,7,8,9,10,6,3,5,4,22250000,22250000,5000000,27250000
3,5,7,4,1,2,6,8,9,10,7,3,5,4,22250000,22250000,5250000,27500000
