[7, 3, 4, 2, 9, 5, 6, 10, 1, 8][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 3, 5, 2, 7, 4, 8, 10, 1, 9][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 5, 6, 1, 8, 9, 10, 4, 2, 3][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 4, 6, 1, 8, 9, 10, 5, 2, 3][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 4, 5, 1, 8, 9, 10, 6, 2, 3][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 4, 5, 1, 8, 9, 10, 7, 2, 3][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 4, 5, 1, 7, 9, 10, 8, 2, 3][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 4, 5, 1, 7, 8, 10, 9, 2, 3][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 4, 5, 1, 7, 8, 9, 10, 2, 3][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 3, 6, 1, 8, 9, 10, 5, 2, 4][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 3, 5, 1, 8, 9, 10, 6, 2, 4][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 3, 5, 1, 8, 9, 10, 7, 2, 4][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 3, 5, 1, 7, 9, 10, 8, 2, 4][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 3, 5, 1, 7, 8, 10, 9, 2, 4][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 3, 5, 1, 7, 8, 9, 10, 2, 4][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 3, 4, 1, 9, 8, 10, 6, 2, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[8, 3, 4, 1, 9, 6, 10, 7, 2, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 3, 4, 1, 9, 6, 10, 8, 2, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 3, 4, 1, 10, 7, 8, 9, 2, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 3, 4, 1, 9, 6, 8, 10, 2, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[8, 3, 4, 1, 9, 5, 10, 7, 2, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 3, 4, 1, 9, 5, 10, 8, 2, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 3, 4, 1, 10, 7, 8, 9, 2, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 3, 4, 1, 9, 5, 8, 10, 2, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 3, 4, 1, 10, 6, 9, 8, 2, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 3, 5, 1, 8, 4, 10, 9, 2, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[8, 3, 4, 1, 9, 5, 6, 10, 2, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 3, 5, 1, 7, 4, 10, 9, 2, 8][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 3, 4, 1, 9, 5, 6, 10, 2, 8][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 3, 5, 1, 7, 4, 8, 10, 2, 9][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 2, 6, 1, 8, 9, 10, 5, 3, 4][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 2, 5, 1, 8, 9, 10, 6, 3, 4][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 8, 9, 10, 7, 3, 4][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 7, 9, 10, 8, 3, 4][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 7, 8, 10, 9, 3, 4][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 7, 8, 9, 10, 3, 4][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[8, 2, 4, 1, 9, 7, 10, 6, 3, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[8, 2, 4, 1, 9, 6, 10, 7, 3, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 4, 1, 10, 7, 9, 8, 3, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 4, 1, 10, 7, 8, 9, 3, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[8, 2, 4, 1, 9, 6, 7, 10, 3, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[8, 2, 4, 1, 9, 5, 10, 7, 3, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 2, 4, 1, 10, 7, 9, 8, 3, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 2, 4, 1, 10, 7, 8, 9, 3, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[8, 2, 4, 1, 9, 5, 7, 10, 3, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 2, 4, 1, 10, 6, 9, 8, 3, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 8, 4, 10, 9, 3, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[8, 2, 4, 1, 9, 5, 6, 10, 3, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 7, 4, 10, 9, 3, 8][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 7, 4, 9, 10, 3, 8][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 7, 4, 8, 10, 3, 9][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 2, 3, 1, 10, 8, 9, 6, 4, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 3, 1, 10, 8, 9, 7, 4, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 3, 1, 10, 7, 9, 8, 4, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 3, 1, 10, 7, 8, 9, 4, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 2, 6, 1, 8, 3, 9, 10, 4, 5][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 2, 3, 1, 10, 8, 9, 7, 4, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 2, 3, 1, 10, 7, 9, 8, 4, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 2, 3, 1, 10, 7, 8, 9, 4, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 2, 5, 1, 8, 3, 9, 10, 4, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 2, 3, 1, 10, 6, 9, 8, 4, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 2, 3, 1, 10, 6, 8, 9, 4, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 8, 3, 9, 10, 4, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 2, 3, 1, 10, 6, 7, 9, 4, 8][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 7, 3, 9, 10, 4, 8][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 7, 3, 8, 10, 4, 9][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[8, 2, 4, 1, 9, 3, 10, 7, 5, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 3, 4, 1, 9, 2, 10, 8, 5, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 2, 3, 1, 10, 4, 8, 9, 5, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[8, 2, 4, 1, 9, 3, 7, 10, 5, 6][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 3, 1, 10, 4, 9, 8, 5, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 3, 1, 10, 4, 8, 9, 5, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[8, 2, 4, 1, 9, 3, 6, 10, 5, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 3, 1, 10, 4, 7, 9, 5, 8][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 3, 4, 1, 9, 2, 6, 10, 5, 8][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 2, 6, 1, 8, 3, 4, 10, 5, 9][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 2, 3, 1, 10, 4, 9, 8, 6, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 2, 3, 1, 10, 4, 8, 9, 6, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[8, 2, 4, 1, 9, 3, 5, 10, 6, 7][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 2, 3, 1, 10, 4, 7, 9, 6, 8][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 3, 4, 1, 9, 2, 5, 10, 6, 8][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[7, 2, 5, 1, 8, 3, 4, 10, 6, 9][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[5, 2, 3, 1, 10, 4, 6, 9, 7, 8][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 9, 3, 4, 10, 7, 8][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 8, 3, 4, 10, 7, 9][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
[6, 2, 5, 1, 7, 3, 4, 10, 8, 9][1, 1, 1, 0, 1, 0, 0, 0, 0, 0]OK
