s,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8256,128273,2788000,6
v,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,12306,252969,2528000,12
w,0.0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,12806,254325,2828000,13
w,0.1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,12806,254325,2828000,13
w,0.2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,12806,254325,2828000,13
w,0.3,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,12806,254325,2828000,13
w,0.4,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,13764,245392,2853000,12
w,0.5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,13764,245392,2853000,12
w,0.6,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,13764,245392,2853000,12
w,0.7,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,13764,245392,2853000,12
w,0.8,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,13764,245392,2853000,12
w,0.9,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,13764,245392,2853000,12
w,1.0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,13764,245392,2853000,12
